n,bits,mitigation,checksum_mode,action,fault_op,fault_site,stage,slot,bit,seed,fault_observed,golden_match,detected,corrected,max_abs_error,mean_abs_error,rms_error,relative_l2_error,snr_db,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,elapsed_ntt_ns,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,50,24,2,PASS,FAIL,yes,no,8.23972693e2,3.86034037e2,4.32094661e2,3.39267564e1,-30.61084682,42,3,42,3,3,0,0,981959 ns,900624,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,50,26,2,PASS,FAIL,yes,no,9.02997029e2,3.95742899e2,4.40389181e2,3.45780169e1,-30.77600164,42,3,42,3,3,0,0,970166 ns,892456,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,52,0,2,PASS,FAIL,yes,no,9.48843583e2,3.55248694e2,4.00261915e2,3.14273462e1,-29.94615420,42,3,42,3,3,0,0,728417 ns,679790,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,52,8,2,PASS,FAIL,yes,no,8.40396488e2,3.82300148e2,4.21512346e2,3.30958653e1,-30.39547481,42,3,42,3,3,0,0,488084 ns,451668,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,52,24,2,PASS,FAIL,yes,no,7.50593213e2,3.49331817e2,3.84857301e2,3.02178229e1,-29.60526343,42,3,42,3,3,0,0,302915 ns,282126,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,52,26,2,PASS,FAIL,yes,no,9.21920396e2,3.95056199e2,4.54376548e2,3.56762623e1,-31.04758697,42,3,42,3,3,0,0,635667 ns,592714,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,59,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,59,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,59,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,59,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,70,0,2,PASS,FAIL,yes,no,8.84840053e2,3.75616221e2,4.27347160e2,3.35539972e1,-30.51488527,42,3,42,3,3,0,0,884708 ns,815540,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,70,8,2,PASS,FAIL,yes,no,8.33151399e2,3.24119899e2,3.68128215e2,2.89043060e1,-29.21925093,42,3,42,3,3,0,0,737001 ns,686539,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,70,24,2,PASS,FAIL,yes,no,9.00510848e2,3.85410865e2,4.38200774e2,3.44061899e1,-30.73273163,42,3,42,3,3,0,0,301833 ns,281335,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,70,26,2,PASS,FAIL,yes,no,9.37707721e2,3.83064390e2,4.38353669e2,3.44181947e1,-30.73576174,42,3,42,3,3,0,0,630127 ns,587165,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,75,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,75,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,75,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,75,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,77,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,77,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,77,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,77,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,81,0,2,PASS,FAIL,yes,no,9.99810906e2,3.64697527e2,4.09179785e2,3.21275502e1,-30.13755221,42,3,42,3,3,0,0,748582 ns,690666,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,81,8,2,PASS,FAIL,yes,no,9.84425844e2,3.70591903e2,4.29719758e2,3.37402863e1,-30.56297527,42,3,42,3,3,0,0,299917 ns,279374,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,81,24,2,PASS,FAIL,yes,no,7.07692850e2,3.70015050e2,4.13284055e2,3.24498050e1,-30.22424183,42,3,42,3,3,0,0,634417 ns,590787,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,81,26,2,PASS,FAIL,yes,no,7.86383833e2,3.60383354e2,4.08646132e2,3.20856494e1,-30.12621668,42,3,42,3,3,0,0,662917 ns,617786,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,84,0,2,PASS,FAIL,yes,no,7.25362575e2,3.57976857e2,3.89265822e2,3.05639665e1,-29.70419430,42,3,42,3,3,0,0,633250 ns,590246,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,84,8,2,PASS,FAIL,yes,no,1.12780049e3,3.86357358e2,4.36167386e2,3.42465344e1,-30.69233259,42,3,42,3,3,0,0,635457 ns,592378,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,84,24,2,PASS,FAIL,yes,no,8.34610658e2,3.71290526e2,4.20826791e2,3.30420376e1,-30.38133643,42,3,42,3,3,0,0,631166 ns,589296,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,84,26,2,PASS,FAIL,yes,no,1.24057844e3,3.69685948e2,4.21832235e2,3.31209821e1,-30.40206411,42,3,42,3,3,0,0,722874 ns,672624,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,85,0,2,PASS,FAIL,yes,no,9.15053502e2,3.73684689e2,4.20979866e2,3.30540566e1,-30.38449534,42,3,42,3,3,0,0,733001 ns,682461,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,85,8,2,PASS,FAIL,yes,no,8.32572359e2,3.55782334e2,3.96962106e2,3.11682553e1,-29.87424985,42,3,42,3,3,0,0,633374 ns,590166,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,85,24,2,PASS,FAIL,yes,no,8.66225462e2,3.57195059e2,4.03935628e2,3.17157950e1,-30.02551203,42,3,42,3,3,0,0,630958 ns,589537,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,85,26,2,PASS,FAIL,yes,no,8.16661303e2,3.61706939e2,4.05610496e2,3.18473005e1,-30.06145252,42,3,42,3,3,0,0,633584 ns,591916,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,91,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,91,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,91,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,91,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,96,0,2,PASS,FAIL,yes,no,7.63906373e2,3.55695801e2,4.00066180e2,3.14119777e1,-29.94190561,42,3,42,3,3,0,0,986999 ns,922044,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,96,8,2,PASS,FAIL,yes,no,8.06333469e2,3.69264686e2,4.13051392e2,3.24315370e1,-30.21935063,42,3,42,3,3,0,0,746958 ns,688417,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,96,24,2,PASS,FAIL,yes,no,9.26295793e2,3.42991668e2,3.93519207e2,3.08979293e1,-29.79858750,42,3,42,3,3,0,0,366127 ns,343501,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,96,26,2,PASS,FAIL,yes,no,8.21211598e2,3.61734659e2,4.09090100e2,3.21205084e1,-30.13564821,42,3,42,3,3,0,0,642375 ns,589453,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,97,0,2,PASS,FAIL,yes,no,9.90581960e2,3.71395796e2,4.29113946e2,3.36927198e1,-30.55072140,42,3,42,3,3,0,0,629751 ns,587419,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,97,8,2,PASS,FAIL,yes,no,9.48344895e2,3.57054520e2,4.01126853e2,3.14952586e1,-29.96490356,42,3,42,3,3,0,0,734041 ns,683420,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,97,24,2,PASS,FAIL,yes,no,9.84816096e2,3.67780847e2,4.17651919e2,3.27927564e1,-30.31555845,42,3,42,3,3,0,0,631334 ns,588009,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,97,26,2,PASS,FAIL,yes,no,8.96407429e2,3.85364796e2,4.26954014e2,3.35231285e1,-30.50689084,42,3,42,3,3,0,0,733790 ns,683834,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,99,0,2,PASS,FAIL,yes,no,8.47620339e2,3.51321930e2,4.02323231e2,3.15891945e1,-29.99077103,42,3,42,3,3,0,0,635040 ns,591172,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,99,8,2,PASS,FAIL,yes,no,1.10366540e3,3.46193645e2,4.05795817e2,3.18618514e1,-30.06542015,42,3,42,3,3,0,0,629416 ns,587251,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,99,24,2,PASS,FAIL,yes,no,7.16396317e2,3.57369293e2,3.96489502e2,3.11311479e1,-29.86390269,42,3,42,3,3,0,0,629710 ns,588212,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,99,26,2,PASS,FAIL,yes,no,9.44920307e2,3.51261253e2,4.01354802e2,3.15131564e1,-29.96983810,42,3,42,3,3,0,0,631917 ns,589579,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,102,0,2,PASS,FAIL,yes,no,9.17104072e2,3.64197264e2,4.08672437e2,3.20877148e1,-30.12677578,42,3,42,3,3,0,0,631292 ns,589664,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,102,8,2,PASS,FAIL,yes,no,8.06485993e2,3.55523233e2,4.02149596e2,3.15755612e1,-29.98702155,42,3,42,3,3,0,0,629584 ns,588000,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,102,24,2,PASS,FAIL,yes,no,8.40952815e2,3.51359740e2,4.00696955e2,3.14615043e1,-29.95558967,42,3,42,3,3,0,0,631749 ns,588667,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,102,26,2,PASS,FAIL,yes,no,9.20415148e2,3.94853427e2,4.42607222e2,3.47521707e1,-30.81963875,42,3,42,3,3,0,0,736291 ns,685996,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,103,0,2,PASS,FAIL,yes,no,9.50727920e2,3.86680465e2,4.37647435e2,3.43627434e1,-30.72175657,42,3,42,3,3,0,0,730833 ns,682619,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,103,8,2,PASS,FAIL,yes,no,9.13945956e2,3.67002640e2,4.14746693e2,3.25646468e1,-30.25492745,42,3,42,3,3,0,0,633833 ns,591167,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,103,24,2,PASS,FAIL,yes,no,1.21556274e3,3.72489525e2,4.36319607e2,3.42584863e1,-30.69536341,42,3,42,3,3,0,0,727958 ns,679667,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,103,26,2,PASS,FAIL,yes,no,8.65130782e2,3.72802542e2,4.24306510e2,3.33152546e1,-30.45286273,42,3,42,3,3,0,0,631958 ns,589999,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,104,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,104,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,104,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,104,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,105,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,105,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,105,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,105,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,106,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,106,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,106,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,106,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,107,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,107,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,107,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,107,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,118,0,2,PASS,FAIL,yes,no,7.78602955e2,3.80245919e2,4.26137629e2,3.34590285e1,-30.49026653,42,3,42,3,3,0,0,886749 ns,818832,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,118,8,2,PASS,FAIL,yes,no,9.16491518e2,3.36389687e2,3.91662849e2,3.07521737e1,-29.75751639,42,3,42,3,3,0,0,471291 ns,441249,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,118,24,2,PASS,FAIL,yes,no,9.32279332e2,3.58383339e2,4.15280785e2,3.26065822e1,-30.26610556,42,3,42,3,3,0,0,726875 ns,678503,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,118,26,2,PASS,FAIL,yes,no,8.65958839e2,3.63750113e2,4.21467595e2,3.30923516e1,-30.39455260,42,3,42,3,3,0,0,632751 ns,589834,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,123,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,123,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,123,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,123,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,124,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,124,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,124,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,124,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,126,0,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,126,8,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,126,24,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,126,26,2,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,2,0,3,PASS,FAIL,yes,no,8.92338131e2,3.68692196e2,4.04141293e2,3.17319432e1,-30.02993335,42,3,42,3,3,0,0,633500 ns,588665,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,2,8,3,PASS,FAIL,yes,no,9.46488590e2,3.55346806e2,4.07476643e2,3.19938247e1,-30.10132321,42,3,42,3,3,0,0,563667 ns,526580,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,2,24,3,PASS,FAIL,yes,no,7.89109176e2,4.03748749e2,4.44190070e2,3.48764511e1,-30.85064573,42,3,42,3,3,0,0,301874 ns,282090,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,2,26,3,PASS,FAIL,yes,no,9.07029656e2,3.70832920e2,4.13051654e2,3.24315576e1,-30.21935613,42,3,42,3,3,0,0,432749 ns,401873,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,3,0,3,PASS,FAIL,yes,no,1.00019892e3,3.83109233e2,4.33073339e2,3.40035993e1,-30.63049779,42,3,42,3,3,0,0,464749 ns,434583,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,3,8,3,PASS,FAIL,yes,no,8.31969320e2,3.63993857e2,4.04619974e2,3.17695278e1,-30.04021519,42,3,42,3,3,0,0,631168 ns,588625,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,3,24,3,PASS,FAIL,yes,no,8.97752499e2,3.86982806e2,4.31070727e2,3.38463603e1,-30.59023946,42,3,42,3,3,0,0,732750 ns,684499,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,3,26,3,PASS,FAIL,yes,no,8.80803694e2,3.83183767e2,4.27461717e2,3.35629918e1,-30.51721335,42,3,42,3,3,0,0,891333 ns,820997,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,9,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,9,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,9,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,9,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,10,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,10,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,10,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,10,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,14,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,14,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,14,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,14,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,20,0,3,PASS,FAIL,yes,no,7.86373705e2,3.62885668e2,4.10863195e2,3.22597265e1,-30.17321361,42,3,42,3,3,0,0,836918 ns,754794,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,20,8,3,PASS,FAIL,yes,no,1.13910105e3,3.75961048e2,4.23741864e2,3.32709203e1,-30.44129627,42,3,42,3,3,0,0,898334 ns,822498,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,20,24,3,PASS,FAIL,yes,no,8.58362624e2,3.61947980e2,4.08547750e2,3.20779248e1,-30.12412529,42,3,42,3,3,0,0,957583 ns,891294,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,20,26,3,PASS,FAIL,yes,no,8.98245436e2,3.89006559e2,4.31722012e2,3.38974972e1,-30.60335267,42,3,42,3,3,0,0,898626 ns,824705,2688,2688,5632,6400,6400
128,28,stage-checksum,sum,detect-only,ntt,add-output,3,22,0,3,PASS,FAIL,yes,no,8.84836964e2,3.92226557e2,4.38441894e2,3.44251219e1,-30.73750974,42,3,42,3,3,0,0,949876 ns,878455,2688,2688,5632,6400,6400
