n,bits,mitigation,checksum_mode,action,fault_op,fault_site,stage,slot,bit,seed,fault_observed,golden_match,detected,corrected,max_abs_error,mean_abs_error,rms_error,relative_l2_error,snr_db,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,elapsed_ntt_ns,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,2,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,2,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,2,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,2,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,4,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,0,1,PASS,FAIL,no,no,6.75983122e2,2.67773683e2,3.07511136e2,9.58738167e1,-39.63400034,36,0,36,0,0,0,0,340083 ns,309164,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,8,1,PASS,FAIL,no,no,4.34013907e2,2.35640804e2,2.54761999e2,7.94280346e1,-37.99947632,36,0,36,0,0,0,0,293459 ns,268256,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,24,1,PASS,FAIL,no,no,5.77638676e2,2.58168851e2,2.82193893e2,8.79805718e1,-38.88773560,36,0,36,0,0,0,0,295876 ns,268252,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,7,26,1,PASS,FAIL,no,no,5.99441902e2,2.72878019e2,3.04036273e2,9.47904466e1,-39.53529138,36,0,36,0,0,0,0,295958 ns,268582,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,8,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,10,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,12,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,12,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,12,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,12,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,14,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,14,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,14,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,14,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,16,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,18,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,21,0,1,PASS,FAIL,no,no,5.79176321e2,2.68338393e2,2.99929033e2,9.35099181e1,-39.41715353,36,0,36,0,0,0,0,343293 ns,309665,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,21,8,1,PASS,FAIL,no,no,5.55577336e2,2.60646252e2,2.83329868e2,8.83347386e1,-38.92263056,36,0,36,0,0,0,0,296874 ns,268378,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,21,24,1,PASS,FAIL,no,no,7.05014930e2,2.45102929e2,2.79420873e2,8.71160176e1,-38.80196028,36,0,36,0,0,0,0,294624 ns,267921,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,21,26,1,PASS,FAIL,no,no,5.93064258e2,2.53147471e2,2.88640428e2,8.99904304e1,-39.08392657,36,0,36,0,0,0,0,295666 ns,268623,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,22,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,22,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,22,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,22,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,0,1,PASS,FAIL,no,no,5.42728582e2,2.51372058e2,2.83902412e2,8.85132427e1,-38.94016503,36,0,36,0,0,0,0,294458 ns,267244,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,8,1,PASS,FAIL,no,no,6.03149462e2,2.58019119e2,2.90113943e2,9.04498332e1,-39.12815540,36,0,36,0,0,0,0,295334 ns,268417,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,24,1,PASS,FAIL,no,no,5.45704217e2,2.70122254e2,2.98184865e2,9.29661325e1,-39.36649529,36,0,36,0,0,0,0,342083 ns,310040,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,27,26,1,PASS,FAIL,no,no,6.01490492e2,2.56208003e2,2.90833619e2,9.06742090e1,-39.14967552,36,0,36,0,0,0,0,165124 ns,149418,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,28,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,0,1,PASS,FAIL,no,no,6.45506252e2,2.56315750e2,2.94042573e2,9.16746759e1,-39.24498767,36,0,36,0,0,0,0,404874 ns,369916,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,8,1,PASS,FAIL,no,no,7.23760993e2,2.39697491e2,2.84163242e2,8.85945625e1,-38.94814136,36,0,36,0,0,0,0,341919 ns,310585,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,24,1,PASS,FAIL,no,no,5.50012893e2,2.58681475e2,2.94075618e2,9.16849784e1,-39.24596374,36,0,36,0,0,0,0,296458 ns,268579,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,29,26,1,PASS,FAIL,no,no,1.04324592e3,2.44958289e2,3.17762753e2,9.90699989e1,-39.91884316,36,0,36,0,0,0,0,431458 ns,394915,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,30,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,30,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,30,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,30,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,32,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,0,1,PASS,FAIL,no,no,5.68562296e2,2.64684342e2,2.96391064e2,9.24068730e1,-39.31408548,36,0,36,0,0,0,0,382708 ns,347459,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,8,1,PASS,FAIL,no,no,5.49185619e2,2.75327847e2,3.09611607e2,9.65286879e1,-39.69312806,36,0,36,0,0,0,0,509667 ns,468961,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,24,1,PASS,FAIL,no,no,5.70877260e2,2.93992007e2,3.17288880e2,9.89222579e1,-39.90588041,36,0,36,0,0,0,0,248251 ns,218877,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,33,26,1,PASS,FAIL,no,no,5.21734039e2,2.71928115e2,2.96945776e2,9.25798177e1,-39.33032642,36,0,36,0,0,0,0,346915 ns,314457,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,0,1,PASS,FAIL,no,no,5.96175359e2,2.90875359e2,3.24757796e2,1.01250868e2,-40.10797509,36,0,36,0,0,0,0,435250 ns,395126,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,8,1,PASS,FAIL,no,no,4.71655298e2,2.49718023e2,2.77541425e2,8.65300556e1,-38.74333965,36,0,36,0,0,0,0,427540 ns,374248,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,24,1,PASS,FAIL,no,no,7.50026544e2,2.72273670e2,3.07764801e2,9.59529025e1,-39.64116233,36,0,36,0,0,0,0,338793 ns,309629,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,35,26,1,PASS,FAIL,no,no,5.68053368e2,2.50554019e2,2.93979504e2,9.16550125e1,-39.24312442,36,0,36,0,0,0,0,340875 ns,309292,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,38,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,39,0,1,PASS,FAIL,no,no,5.44654592e2,2.45659349e2,2.75435076e2,8.58733517e1,-38.67716828,36,0,36,0,0,0,0,340874 ns,309084,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,39,8,1,PASS,FAIL,no,no,6.52548134e2,2.64665411e2,3.00168105e2,9.35844544e1,-39.42407425,36,0,36,0,0,0,0,342418 ns,311420,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,39,24,1,PASS,FAIL,no,no,7.07828972e2,2.80107757e2,3.13107193e2,9.76185188e1,-39.79064427,36,0,36,0,0,0,0,299042 ns,270121,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,39,26,1,PASS,FAIL,no,no,5.57199545e2,2.48963803e2,2.87273596e2,8.95642884e1,-39.04269760,36,0,36,0,0,0,0,283374 ns,255334,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,40,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,40,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,40,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,40,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,41,0,1,PASS,FAIL,no,no,6.10894435e2,2.76533268e2,3.09747686e2,9.65711137e1,-39.69694480,36,0,36,0,0,0,0,602792 ns,543416,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,41,8,1,PASS,FAIL,no,no,5.78511357e2,2.74011190e2,3.05143850e2,9.51357596e1,-39.56687580,36,0,36,0,0,0,0,443000 ns,395375,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,41,24,1,PASS,FAIL,no,no,6.18543246e2,2.51650639e2,2.89856788e2,9.03696590e1,-39.12045287,36,0,36,0,0,0,0,467584 ns,425874,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,41,26,1,PASS,FAIL,no,no,6.71011400e2,2.67487716e2,3.01424411e2,9.39761372e1,-39.46035179,36,0,36,0,0,0,0,342416 ns,309419,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,0,1,PASS,FAIL,no,no,6.49160592e2,2.44541896e2,2.77884351e2,8.66369709e1,-38.75406519,36,0,36,0,0,0,0,295127 ns,268002,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,8,1,PASS,FAIL,no,no,5.05957977e2,2.44480252e2,2.74761606e2,8.56633818e1,-38.65590431,36,0,36,0,0,0,0,237500 ns,214123,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,24,1,PASS,FAIL,no,no,4.47816348e2,2.35083220e2,2.66381996e2,8.30508414e1,-38.38688073,36,0,36,0,0,0,0,261333 ns,237376,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,45,26,1,PASS,FAIL,no,no,5.72160172e2,2.60117858e2,2.88849133e2,9.00554991e1,-39.09020475,36,0,36,0,0,0,0,343874 ns,312461,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,47,0,1,PASS,FAIL,no,no,5.41885956e2,2.58538787e2,2.94526645e2,9.18255966e1,-39.25927517,36,0,36,0,0,0,0,343875 ns,311913,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,47,8,1,PASS,FAIL,no,no,7.96235633e2,2.76881469e2,3.16000282e2,9.85205072e1,-39.87053278,36,0,36,0,0,0,0,339833 ns,310833,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,47,24,1,PASS,FAIL,no,no,5.63956883e2,2.67642442e2,2.96589909e2,9.24688677e1,-39.31991080,36,0,36,0,0,0,0,614249 ns,512704,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,47,26,1,PASS,FAIL,no,no,5.78800431e2,2.67191953e2,3.02369700e2,9.42708533e1,-39.48754876,36,0,36,0,0,0,0,295959 ns,268709,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,53,0,1,PASS,FAIL,no,no,6.23715210e2,2.87501039e2,3.23209853e2,1.00768260e2,-40.06647521,36,0,36,0,0,0,0,347458 ns,295502,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,53,8,1,PASS,FAIL,no,no,5.96686150e2,2.90002895e2,3.15690622e2,9.84239634e1,-39.86201699,36,0,36,0,0,0,0,342459 ns,310955,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,53,24,1,PASS,FAIL,no,no,5.26952211e2,2.85581797e2,3.12074936e2,9.72966885e1,-39.76196118,36,0,36,0,0,0,0,262291 ns,237869,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,53,26,1,PASS,FAIL,no,no,7.21167692e2,2.73865527e2,3.01447737e2,9.39834096e1,-39.46102393,36,0,36,0,0,0,0,343334 ns,311333,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,54,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,54,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,54,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,54,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,55,0,1,PASS,FAIL,no,no,5.64787872e2,2.94989483e2,3.20098668e2,9.97982753e1,-39.98246072,36,0,36,0,0,0,0,447499 ns,398874,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,55,8,1,PASS,FAIL,no,no,6.81078878e2,2.76407048e2,3.17919755e2,9.91189480e1,-39.92313368,36,0,36,0,0,0,0,343499 ns,311166,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,55,24,1,PASS,FAIL,no,no,6.18725182e2,2.66308057e2,2.93570519e2,9.15275018e1,-39.23103218,36,0,36,0,0,0,0,344042 ns,312254,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,55,26,1,PASS,FAIL,no,no,5.90792289e2,2.41286650e2,2.82880831e2,8.81947408e1,-38.90885377,36,0,36,0,0,0,0,444625 ns,397961,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,56,0,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,56,8,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,56,24,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,56,26,1,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,57,0,1,PASS,FAIL,no,no,5.76434466e2,2.34450877e2,2.65527243e2,8.27843521e1,-38.35896509,36,0,36,0,0,0,0,340334 ns,311748,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,57,8,1,PASS,FAIL,no,no,5.95566449e2,2.37617711e2,2.74756853e2,8.56618999e1,-38.65575405,36,0,36,0,0,0,0,294833 ns,267754,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,57,24,1,PASS,FAIL,no,no,5.50350879e2,2.89318652e2,3.14115017e2,9.79327317e1,-39.81855737,36,0,36,0,0,0,0,217208 ns,196456,1152,1152,2432,2816,2816
64,28,stage-checksum,sum,detect-only,ntt,mul-output,0,57,26,1,PASS,FAIL,no,no,6.21711836e2,2.42011131e2,2.71116446e2,8.45269175e1,-38.53990063,36,0,36,0,0,0,0,155291 ns,140750,1152,1152,2432,2816,2816
