n,bits,mitigation,action,repeat,elapsed_ntt_ns,mitigation_time_ns,checks_performed,check_failures,stage_checks,stage_failures,recomputations,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
2048,28,butterfly-check,recompute,15,6710833 ns,6479624,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,16,6673541 ns,6429873,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,17,6648207 ns,6407624,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,18,6752956 ns,6504289,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,19,6681542 ns,6452913,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,20,6753000 ns,6497833,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,21,6716168 ns,6471285,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,22,6706209 ns,6465167,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,23,6798709 ns,6547495,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,24,6653333 ns,6419878,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,25,6690374 ns,6450753,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,26,6718250 ns,6474623,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,27,6729999 ns,6485043,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,28,6728708 ns,6481795,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,29,6673124 ns,6435290,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,butterfly-check,recompute,30,6738501 ns,6498873,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,1,7179082 ns,6915002,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,2,7133459 ns,6870006,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,3,7107752 ns,6877290,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,4,7108127 ns,6869667,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,5,7095626 ns,6858167,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,6,7167625 ns,6903669,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,7,7213374 ns,6953546,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,8,7222585 ns,6979459,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,9,7001960 ns,6770501,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,10,7084041 ns,6853420,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,11,7188416 ns,6936540,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,12,7128125 ns,6873170,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,13,7162125 ns,6878540,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,14,7209876 ns,6944704,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,15,7136293 ns,6877914,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,16,7105373 ns,6860169,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,17,7093167 ns,6852706,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,18,7092291 ns,6857246,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,19,7125792 ns,6851289,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,20,7087418 ns,6851333,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,21,7143709 ns,6895749,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,22,7056208 ns,6827207,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,23,7136959 ns,6891535,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,24,7075957 ns,6840499,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,25,7060791 ns,6824497,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,26,7121708 ns,6882247,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,27,7252874 ns,6972754,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,28,7048834 ns,6809289,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,29,7130791 ns,6868579,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,detect-only,30,7067458 ns,6828037,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,1,7111957 ns,6854837,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,2,7184500 ns,6921627,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,3,7078501 ns,6842501,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,4,7143457 ns,6914546,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,5,7273625 ns,7022291,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,6,7339625 ns,7101830,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,7,7153625 ns,6921331,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,8,8899291 ns,8614292,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,9,7099958 ns,6858290,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,10,7169834 ns,6920335,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,11,7318042 ns,7063877,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,12,7139710 ns,6908498,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,13,7171375 ns,6890380,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,14,7354251 ns,7108663,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,15,7023917 ns,6791466,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,16,7079292 ns,6836166,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,17,7106666 ns,6861950,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,18,7176251 ns,6935830,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,19,7276417 ns,7034789,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,20,7177791 ns,6917586,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,21,7152417 ns,6902835,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,22,7071166 ns,6839458,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,23,7127165 ns,6888501,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,24,7236959 ns,6978339,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,25,7089167 ns,6851627,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,26,7235667 ns,7007254,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,27,7260584 ns,7014840,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,28,7129418 ns,6895543,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,29,7026915 ns,6790585,66,0,66,0,0,67584,67584,139264,151552,151552
2048,28,stage-checksum,recompute,30,7175584 ns,6936288,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,1,7077126 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,2,7141210 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,3,7355749 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,4,7021417 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,5,7142292 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,6,7034290 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,7,7061959 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,8,7159040 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,9,7050124 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,10,7048127 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,11,7097209 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,12,7083666 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,13,7125876 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,14,7068167 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,15,7032208 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,16,7115918 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,17,7012210 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,18,7030542 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,19,7007875 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,20,6929291 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,21,7121124 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,22,7024000 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,23,6993249 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,24,6944083 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,25,6975292 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,26,7030748 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,27,6960041 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,28,6927499 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,29,7014834 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,none,detect-only,30,6515500 ns,0,0,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,1,7240999 ns,6997748,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,2,7364000 ns,7119792,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,3,7084749 ns,6849997,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,4,7381793 ns,7129836,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,5,7187000 ns,6940540,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,6,7263543 ns,7019794,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,7,7133417 ns,6880049,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,8,7112501 ns,6858165,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,9,7196792 ns,6964582,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,10,7407166 ns,7158754,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,11,7244000 ns,6987585,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,12,7183125 ns,6942003,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,13,7385291 ns,7131709,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,14,7290166 ns,7050456,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,15,7480625 ns,7244668,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,16,7426124 ns,7165545,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,17,7798000 ns,7546705,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,18,7986458 ns,7723001,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,19,7638250 ns,7379836,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,20,7303207 ns,7059043,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,21,7625624 ns,7374460,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,22,7581916 ns,7329166,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,23,7623292 ns,7373291,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,24,7564292 ns,7307381,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,25,7311792 ns,7062913,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,26,7751667 ns,7485705,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,27,7688292 ns,7411000,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,28,7630832 ns,7378790,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,29,7635291 ns,7376996,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,detect-only,30,7612582 ns,7361836,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,1,7607459 ns,7347090,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,2,7545960 ns,7294289,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,3,7539333 ns,7275163,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,4,7679084 ns,7430167,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,5,7627250 ns,7374335,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,6,7690166 ns,7421625,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,7,7727125 ns,7472876,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,8,7496002 ns,7234671,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,9,7672499 ns,7415959,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,10,7466416 ns,7206585,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,11,7392165 ns,7145040,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,12,7665752 ns,7413460,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,13,7482543 ns,7236702,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,14,7696165 ns,7423875,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,15,7727168 ns,7452997,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,16,7715582 ns,7448792,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,17,7663001 ns,7411207,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,18,7745251 ns,7494710,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,19,7655626 ns,7404622,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,20,7626499 ns,7367918,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,21,7570166 ns,7318248,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,22,7691875 ns,7435077,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,23,7586876 ns,7331377,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,24,7565541 ns,7309790,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,25,7739626 ns,7472958,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,26,7675294 ns,7421870,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,27,7782541 ns,7518791,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,28,7694791 ns,7428376,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,29,7799333 ns,7548043,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,butterfly-check,recompute,30,7527625 ns,7272257,67584,0,0,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,1,7978376 ns,7716217,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,2,8047668 ns,7795996,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,3,8138582 ns,7886917,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,4,8021500 ns,7774124,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,5,8115249 ns,7860958,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,6,7971875 ns,7717958,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,7,8127085 ns,7855421,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,8,8072833 ns,7822501,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,9,8114874 ns,7853457,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,10,8124417 ns,7862920,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,11,8129959 ns,7881039,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,12,8102333 ns,7846292,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,13,8128750 ns,7866374,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,14,8086875 ns,7826586,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,15,8062875 ns,7806373,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,16,8118709 ns,7845536,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,17,8352706 ns,8098502,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,18,8008125 ns,7769459,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,19,8105541 ns,7818287,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,20,8186707 ns,7903371,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,21,8165417 ns,7857622,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,22,8032001 ns,7782708,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,23,8120667 ns,7863088,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,24,8107792 ns,7847088,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,25,8113332 ns,7852669,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,26,8024500 ns,7768918,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,27,8308917 ns,8028710,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,28,8060834 ns,7793788,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,29,8124458 ns,7877503,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,30,8118167 ns,7839755,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,1,8104416 ns,7823624,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,2,8091627 ns,7835618,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,3,8095334 ns,7844250,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,4,8054626 ns,7804330,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,5,8142666 ns,7871789,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,6,8048542 ns,7805875,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,7,8057667 ns,7788297,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,8,8065875 ns,7799668,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,9,8064084 ns,7806334,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,10,8112375 ns,7863500,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,11,8195915 ns,7931912,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,12,8033209 ns,7775124,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,13,8112750 ns,7858337,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,14,8045750 ns,7781996,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,15,8165417 ns,7880244,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,16,8086125 ns,7827547,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,17,8137499 ns,7880330,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,18,8167749 ns,7890333,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,19,8125125 ns,7859372,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,20,8145543 ns,7879457,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,21,8099791 ns,7840502,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,22,8139584 ns,7881535,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,23,8083542 ns,7831796,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,24,8187332 ns,7933123,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,25,8093457 ns,7847500,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,26,8078709 ns,7829501,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,27,8053373 ns,7801208,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,28,8075374 ns,7822584,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,29,8171709 ns,7908708,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,30,8138874 ns,7869339,66,0,66,0,0,67584,67584,139264,151552,151552
4096,28,none,detect-only,1,13481249 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,2,13399832 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,3,13319873 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,4,13347166 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,5,13385293 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,6,13146916 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,7,12788541 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,8,12947084 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,9,13149957 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,10,13190794 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,11,13365918 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,12,13074543 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,13,13260376 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,14,13358709 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,15,13098417 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,16,13254834 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,17,13191665 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,18,13278082 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,19,13342624 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,20,13384083 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,21,13370291 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,22,13355918 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,23,13376293 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,24,13307501 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,25,13331832 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,26,13338709 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,27,13344166 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,28,13354959 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,29,13320751 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,30,13335042 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,1,14517457 ns,14033795,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,2,14479959 ns,14026381,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,3,14478208 ns,14026206,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,4,14500501 ns,14037035,147456,0,0,0,0,147456,147456,303104,327680,327680
