n,bits,mitigation,action,repeat,elapsed_ntt_ns,mitigation_time_ns,checks_performed,check_failures,stage_checks,stage_failures,recomputations,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
4096,28,butterfly-check,detect-only,5,14311331 ns,13863210,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,6,14613750 ns,14130624,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,7,14514333 ns,14054332,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,8,14450792 ns,13994752,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,9,14502541 ns,14047210,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,10,14486126 ns,14021959,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,11,14527789 ns,14078877,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,12,14487126 ns,14033585,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,13,14548875 ns,14090204,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,14,14663041 ns,14224414,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,15,14414581 ns,13974044,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,16,14521082 ns,14065204,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,17,14477957 ns,14016749,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,18,14499708 ns,14048414,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,19,14528667 ns,14067048,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,20,14482958 ns,14030043,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,21,14488291 ns,14040499,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,22,14548415 ns,14094877,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,23,14527165 ns,14077456,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,24,14476085 ns,14025209,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,25,14447876 ns,13995170,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,26,14532293 ns,14073583,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,27,14593500 ns,14135915,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,28,14505958 ns,14057877,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,29,14693251 ns,14225792,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,30,14495584 ns,14044463,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,1,14671082 ns,14201289,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,2,14523875 ns,14060959,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,3,14855707 ns,14397248,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,4,14803374 ns,14325664,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,5,14584582 ns,14125295,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,6,14552083 ns,14090540,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,7,14523377 ns,14075664,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,8,15437208 ns,14961162,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,9,14761293 ns,14308208,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,10,14607458 ns,14163793,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,11,14518583 ns,14066338,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,12,14764291 ns,14301748,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,13,14560956 ns,14102705,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,14,14502333 ns,14047919,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,15,14551876 ns,14090911,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,16,14511251 ns,14059042,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,17,15381459 ns,14901501,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,18,15414291 ns,14851291,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,19,15128417 ns,14650877,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,20,14505791 ns,14052463,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,21,14499167 ns,14051168,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,22,14683124 ns,14210418,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,23,14514707 ns,14062208,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,24,14568249 ns,14122748,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,25,14610123 ns,14138079,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,26,14511542 ns,14068087,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,27,15254875 ns,14756379,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,28,14998626 ns,14543668,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,29,15614625 ns,15107127,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,30,15018167 ns,14555002,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,1,15475042 ns,15018956,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,2,15348918 ns,14875251,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,3,15516250 ns,15062998,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,4,15433332 ns,14961420,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,5,15288833 ns,14828542,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,6,15326625 ns,14863374,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,7,15367751 ns,14915078,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,8,15368792 ns,14916708,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,9,15252876 ns,14799913,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,10,15324416 ns,14861622,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,11,15318958 ns,14854492,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,12,15497418 ns,15040124,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,13,15211166 ns,14771462,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,14,15382708 ns,14926039,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,15,15366707 ns,14905706,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,16,15259583 ns,14802790,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,17,15217289 ns,14768330,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,18,15347126 ns,14888919,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,19,15285375 ns,14824957,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,20,15359291 ns,14876586,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,21,15305167 ns,14825206,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,22,15304000 ns,14836960,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,23,15289876 ns,14830875,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,24,15414500 ns,14953003,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,25,15370833 ns,14905590,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,26,15330626 ns,14854874,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,27,15355916 ns,14902416,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,28,15259376 ns,14791000,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,29,15273000 ns,14808284,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,30,15247500 ns,14800670,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,1,15283582 ns,14804003,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,2,15291251 ns,14824959,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,3,15352165 ns,14877963,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,4,15297582 ns,14833581,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,5,15253834 ns,14801794,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,6,15397706 ns,14933745,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,7,15333460 ns,14870039,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,8,15274250 ns,14819961,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,9,15314334 ns,14847374,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,10,15381625 ns,14922879,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,11,15243542 ns,14791129,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,12,15377165 ns,14926792,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,13,15256376 ns,14818918,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,14,15310709 ns,14859747,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,15,15254875 ns,14801996,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,16,15266459 ns,14817253,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,17,15400457 ns,14938000,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,18,15255708 ns,14790625,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,19,15313460 ns,14849169,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,20,15239334 ns,14786128,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,21,15707747 ns,15243208,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,22,15421666 ns,14947540,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,23,15411709 ns,14958335,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,24,15324790 ns,14869753,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,25,15232876 ns,14783832,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,26,15403000 ns,14933456,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,27,15303624 ns,14844710,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,28,15345668 ns,14892131,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,29,15247792 ns,14794039,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,30,15327041 ns,14862621,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,1,15154168 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,2,15169292 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,3,15203584 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,4,15245625 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,5,15281375 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,6,15114499 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,7,15221458 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,8,15137500 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,9,15243877 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,10,15162082 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,11,15157791 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,12,15117875 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,13,15123333 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,14,15225459 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,15,15220249 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,16,16366418 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,17,15382749 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,18,15634500 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,19,16434792 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,20,15261000 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,21,15199165 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,22,15125709 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,23,15223209 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,24,15177500 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,25,15133000 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,26,15140125 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,27,15124375 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,28,15199750 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,29,15190042 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,30,15647002 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,1,16660459 ns,16165505,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,2,16664958 ns,16167084,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,3,16611418 ns,16119208,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,4,16599918 ns,16116708,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,5,16828541 ns,16335042,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,6,16756666 ns,16271622,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,7,17408958 ns,16896167,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,8,16723581 ns,16240040,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,9,16942334 ns,16441249,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,10,17529750 ns,17027918,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,11,16605710 ns,16136292,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,12,17092207 ns,16595544,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,13,16603832 ns,16130083,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,14,16696292 ns,16207876,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,15,16706249 ns,16234548,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,16,16758250 ns,16270959,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,17,16560166 ns,16090543,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,18,16662460 ns,16175209,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,19,16632584 ns,16139749,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,20,17324916 ns,16823293,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,21,17090042 ns,16601171,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,22,16972542 ns,16489294,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,23,16729708 ns,16249749,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,24,26324041 ns,25512123,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,25,17044125 ns,16544578,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,26,16610499 ns,16142170,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,27,16665834 ns,16170919,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,28,16685375 ns,16200414,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,29,16557959 ns,16083795,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,30,16622376 ns,16150453,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,1,16549083 ns,16081206,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,2,16616667 ns,16116416,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,3,16559916 ns,16085375,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,4,16900542 ns,16394341,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,5,16837208 ns,16339039,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,6,16653457 ns,16152373,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,7,16794417 ns,16318297,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,8,16953502 ns,16435206,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,9,16918166 ns,16439127,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,10,16602418 ns,16125672,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,11,16601251 ns,16111330,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,12,16639668 ns,16149793,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,13,16622792 ns,16122297,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,14,16563915 ns,16073834,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,15,16720749 ns,16248212,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,16,16667166 ns,16178337,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,17,16613792 ns,16120708,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,18,16641710 ns,16167502,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,19,16547416 ns,16059294,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,20,16608458 ns,16125459,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,21,16632042 ns,16144580,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,22,16607667 ns,16140624,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,23,16783627 ns,16302421,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,24,17438750 ns,16938958,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,25,16681293 ns,16185545,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,26,16647916 ns,16167330,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,27,19873584 ns,19277918,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,28,26344419 ns,25655368,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,29,16965291 ns,16483209,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,30,17133166 ns,16634459,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,1,17593583 ns,17102380,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,2,17434374 ns,16942916,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,3,17449500 ns,16960212,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,4,17540873 ns,17065836,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,5,17507624 ns,17014168,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,6,17622625 ns,17115081,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,7,40999000 ns,39741496,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,8,17516291 ns,17028838,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,9,17457583 ns,16964758,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,10,17640626 ns,17104539,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,11,17479083 ns,16981085,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,12,17505834 ns,17028879,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,13,17492790 ns,16998790,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,14,17490584 ns,16995415,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,15,17448459 ns,16958042,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,16,17510166 ns,17024456,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,17,17579627 ns,17083669,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,18,17495791 ns,17004083,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,19,17472668 ns,16995461,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,20,17514041 ns,17017412,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,21,17488540 ns,16999833,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,22,17685125 ns,17183003,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,23,17543583 ns,17042543,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,24,17428293 ns,16939252,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,25,17485543 ns,16978831,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,26,17474917 ns,16999878,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,27,17500623 ns,17011503,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,28,17478209 ns,16990545,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,29,17530750 ns,17046335,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,detect-only,30,17524331 ns,17033875,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,1,17548833 ns,17055462,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,2,17573250 ns,17055998,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,3,17476293 ns,16980791,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,4,17573585 ns,17067168,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,5,17489540 ns,17004085,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,6,17480708 ns,16992290,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,7,17474043 ns,16979212,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,8,17502206 ns,17001713,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,9,17500500 ns,16998709,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,10,17477624 ns,16988994,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,11,17471086 ns,16977827,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,12,17957708 ns,17467042,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,13,17442332 ns,16951501,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,14,17559374 ns,17064838,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,15,17552417 ns,17048752,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,16,17664874 ns,17150459,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,17,17519459 ns,17033288,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,18,17472249 ns,16960794,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,19,17446208 ns,16969002,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,20,17523416 ns,17027083,72,0,72,0,0,147456,147456,303104,327680,327680
