n,bits,mitigation,action,fault_op,fault_site,stage,slot,bit,seed,fault_observed,golden_match,detected,corrected,max_abs_error,mean_abs_error,rms_error,relative_l2_error,snr_db,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,elapsed_ntt_ns,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
64,28,butterfly-check,recompute,ntt,mul-output,3,29,0,3,PASS,FAIL,yes,yes,6.57079686e2,2.74288445e2,3.04889879e2,9.50565783e1,-39.55964354,1152,3,0,0,0,0,3,188708 ns,167663,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,29,8,3,PASS,FAIL,yes,yes,5.61397160e2,2.69498329e2,3.01281710e2,9.39316468e1,-39.45623872,1152,3,0,0,0,0,3,215416 ns,191455,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,29,24,3,PASS,FAIL,yes,yes,5.50888300e2,2.53567549e2,2.77617802e2,8.65538679e1,-38.74572961,1152,3,0,0,0,0,3,220460 ns,195833,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,29,26,3,PASS,FAIL,yes,yes,4.17673982e2,2.52254846e2,2.73480835e2,8.52640714e1,-38.61532133,1152,3,0,0,0,0,3,224166 ns,198292,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,32,0,3,PASS,FAIL,no,no,5.57100780e2,2.41876621e2,2.80391560e2,8.74186522e1,-38.83208212,1152,0,0,0,0,0,0,223417 ns,197039,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,32,8,3,PASS,FAIL,no,no,5.42104533e2,2.39361913e2,2.70539551e2,8.43470568e1,-38.52139866,1152,0,0,0,0,0,0,189459 ns,167500,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,32,24,3,PASS,FAIL,no,no,6.27793960e2,2.69786873e2,3.11086017e2,9.69883697e1,-39.73439319,1152,0,0,0,0,0,0,221459 ns,196463,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,32,26,3,PASS,FAIL,no,no,5.55818973e2,2.65152381e2,2.88242174e2,8.98662654e1,-39.07193388,1152,0,0,0,0,0,0,248457 ns,220835,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,37,0,3,PASS,FAIL,no,no,5.84034600e2,2.41651499e2,2.78200143e2,8.67354262e1,-38.76393034,1152,0,0,0,0,0,0,168666 ns,150124,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,37,8,3,PASS,FAIL,no,no,7.38129432e2,2.91571392e2,3.31967799e2,1.03498756e2,-40.29870256,1152,0,0,0,0,0,0,125750 ns,111916,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,37,24,3,PASS,FAIL,no,no,6.10540485e2,2.56471325e2,2.94876643e2,9.19347168e1,-39.26959085,1152,0,0,0,0,0,0,200001 ns,177791,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,37,26,3,PASS,FAIL,no,no,5.59737944e2,2.96549143e2,3.26921753e2,1.01925532e2,-40.16565975,1152,0,0,0,0,0,0,127042 ns,112707,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,39,0,3,PASS,FAIL,no,no,5.80594066e2,2.52934071e2,2.79596556e2,8.71707908e1,-38.80741972,1152,0,0,0,0,0,0,221542 ns,197166,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,39,8,3,PASS,FAIL,no,no,4.77414277e2,2.49271155e2,2.72896664e2,8.50819421e1,-38.59674790,1152,0,0,0,0,0,0,161668 ns,144291,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,39,24,3,PASS,FAIL,no,no,7.01332594e2,2.36878836e2,2.85793994e2,8.91029878e1,-38.99784534,1152,0,0,0,0,0,0,221418 ns,196749,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,39,26,3,PASS,FAIL,no,no,6.78937190e2,2.61312822e2,3.04315557e2,9.48775197e1,-39.54326645,1152,0,0,0,0,0,0,167082 ns,147960,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,40,0,3,PASS,FAIL,yes,yes,4.35509467e2,2.42602512e2,2.71100310e2,8.45218867e1,-38.53938366,1152,3,0,0,0,0,3,222126 ns,196455,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,40,8,3,PASS,FAIL,yes,yes,6.84948735e2,2.65334866e2,2.94717891e2,9.18852221e1,-39.26491339,1152,3,0,0,0,0,3,197792 ns,176001,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,40,24,3,PASS,FAIL,yes,yes,7.03355977e2,2.82172606e2,3.29728989e2,1.02800754e2,-40.23992600,1152,3,0,0,0,0,3,271333 ns,240501,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,40,26,3,PASS,FAIL,yes,yes,5.54925660e2,2.96277162e2,3.22060334e2,1.00409871e2,-40.03552814,1152,3,0,0,0,0,3,2080294 ns,2020419,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,42,0,3,PASS,FAIL,yes,yes,5.82610248e2,2.51857583e2,2.82708053e2,8.81408733e1,-38.90354698,1152,3,0,0,0,0,3,185458 ns,165166,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,42,8,3,PASS,FAIL,yes,yes,6.06440343e2,2.63069765e2,3.01150732e2,9.38908115e1,-39.45246185,1152,3,0,0,0,0,3,167916 ns,149040,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,42,24,3,PASS,FAIL,yes,yes,5.55094967e2,2.85090574e2,3.05350329e2,9.52001341e1,-39.57275121,1152,3,0,0,0,0,3,126834 ns,112665,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,42,26,3,PASS,FAIL,yes,yes,4.68644223e2,2.51907701e2,2.79169606e2,8.70376792e1,-38.79414605,1152,3,0,0,0,0,3,130167 ns,115918,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,43,0,3,PASS,FAIL,yes,yes,6.43876402e2,2.46662966e2,2.87180592e2,8.95352922e1,-39.03988510,1152,3,0,0,0,0,3,164960 ns,134666,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,43,8,3,PASS,FAIL,yes,yes,5.38012654e2,2.54214214e2,2.79891590e2,8.72627745e1,-38.81658035,1152,3,0,0,0,0,3,222374 ns,197959,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,43,24,3,PASS,FAIL,yes,yes,5.01377527e2,2.71144363e2,2.90078923e2,9.04389150e1,-39.12710687,1152,3,0,0,0,0,3,210541 ns,185871,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,43,26,3,PASS,FAIL,yes,yes,8.89038524e2,2.71056051e2,3.25045704e2,1.01340630e2,-40.11567199,1152,3,0,0,0,0,3,221041 ns,196208,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,45,0,3,PASS,FAIL,yes,yes,5.85263778e2,2.58798330e2,3.02681275e2,9.43679940e1,-39.49649447,1152,3,0,0,0,0,3,292082 ns,258336,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,45,8,3,PASS,FAIL,yes,yes,6.53299776e2,2.53398568e2,2.94357664e2,9.17729128e1,-39.25429032,1152,3,0,0,0,0,3,220834 ns,196126,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,45,24,3,PASS,FAIL,yes,yes,5.41811803e2,2.81531391e2,3.11942462e2,9.72553866e1,-39.75827329,1152,3,0,0,0,0,3,124416 ns,110167,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,45,26,3,PASS,FAIL,yes,yes,5.96459508e2,2.64707585e2,2.98367207e2,9.30229821e1,-39.37180516,1152,3,0,0,0,0,3,223125 ns,196792,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,46,0,3,PASS,FAIL,yes,yes,5.28025622e2,2.51982680e2,2.84634481e2,8.87414824e1,-38.96253358,1152,3,0,0,0,0,3,222501 ns,197711,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,46,8,3,PASS,FAIL,yes,yes,5.52795868e2,2.66120914e2,2.94715171e2,9.18843740e1,-39.26483321,1152,3,0,0,0,0,3,199541 ns,177664,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,46,24,3,PASS,FAIL,yes,yes,4.47718316e2,2.46414564e2,2.72098472e2,8.48330871e1,-38.57130543,1152,3,0,0,0,0,3,130542 ns,116127,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,46,26,3,PASS,FAIL,yes,yes,5.51458722e2,2.74227718e2,2.96852320e2,9.25506806e1,-39.32759234,1152,3,0,0,0,0,3,169000 ns,149834,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,47,0,3,PASS,FAIL,yes,yes,6.95309657e2,2.36194859e2,2.80165155e2,8.73480651e1,-38.82506578,1152,3,0,0,0,0,3,211166 ns,187293,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,47,8,3,PASS,FAIL,yes,yes,5.09754546e2,2.55656395e2,2.82656778e2,8.81248869e1,-38.90197145,1152,3,0,0,0,0,3,222124 ns,197252,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,47,24,3,PASS,FAIL,yes,yes,6.39921937e2,2.47301084e2,2.82754527e2,8.81553626e1,-38.90497473,1152,3,0,0,0,0,3,223416 ns,197167,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,47,26,3,PASS,FAIL,yes,yes,5.97533215e2,2.65799842e2,3.12447128e2,9.74127280e1,-39.77231412,1152,3,0,0,0,0,3,183168 ns,161749,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,49,0,3,PASS,FAIL,no,no,6.91140145e2,2.55331391e2,3.04935318e2,9.50707450e1,-39.56093795,1152,0,0,0,0,0,0,130626 ns,115793,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,49,8,3,PASS,FAIL,no,no,5.77520578e2,2.60434395e2,2.91497316e2,9.08811323e1,-39.16947458,1152,0,0,0,0,0,0,221793 ns,196374,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,49,24,3,PASS,FAIL,no,no,5.97349951e2,2.73073349e2,2.98690756e2,9.31238559e1,-39.38121900,1152,0,0,0,0,0,0,170001 ns,152168,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,49,26,3,PASS,FAIL,no,no,6.97780921e2,2.83356292e2,3.23535581e2,1.00869813e2,-40.07522435,1152,0,0,0,0,0,0,220293 ns,195752,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,50,0,3,PASS,FAIL,no,no,6.35624564e2,2.84642321e2,3.15797742e2,9.84573605e1,-39.86496377,1152,0,0,0,0,0,0,137416 ns,122335,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,50,8,3,PASS,FAIL,no,no,6.51144371e2,2.36173732e2,2.76439302e2,8.61864427e1,-38.70877912,1152,0,0,0,0,0,0,221375 ns,197039,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,50,24,3,PASS,FAIL,no,no,5.26113244e2,2.30732144e2,2.67082232e2,8.32691567e1,-38.40968333,1152,0,0,0,0,0,0,130666 ns,116167,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,50,26,3,PASS,FAIL,no,no,5.69616438e2,2.37941945e2,2.82626028e2,8.81152998e1,-38.90102647,1152,0,0,0,0,0,0,248708 ns,220837,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,51,0,3,PASS,FAIL,no,no,5.30879988e2,2.50601481e2,2.74094444e2,8.54553782e1,-38.63478801,1152,0,0,0,0,0,0,222793 ns,197918,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,51,8,3,PASS,FAIL,no,no,6.17583904e2,2.32731304e2,2.68238348e2,8.36296028e1,-38.44720069,1152,0,0,0,0,0,0,222626 ns,196788,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,51,24,3,PASS,FAIL,no,no,5.46465291e2,2.52072941e2,2.79833064e2,8.72445280e1,-38.81476394,1152,0,0,0,0,0,0,221624 ns,197083,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,51,26,3,PASS,FAIL,no,no,4.89079282e2,2.69659087e2,2.98062967e2,9.29281282e1,-39.36294379,1152,0,0,0,0,0,0,224919 ns,199959,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,52,0,3,PASS,FAIL,no,no,6.03858883e2,2.75635504e2,2.99603781e2,9.34085131e1,-39.40772917,1152,0,0,0,0,0,0,221292 ns,196587,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,52,8,3,PASS,FAIL,no,no,5.84573239e2,2.62360416e2,2.93161176e2,9.13998795e1,-39.21891246,1152,0,0,0,0,0,0,180875 ns,160711,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,52,24,3,PASS,FAIL,no,no,6.14966786e2,2.84297975e2,3.18013497e2,9.91481741e1,-39.92569442,1152,0,0,0,0,0,0,221084 ns,196623,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,52,26,3,PASS,FAIL,no,no,5.42290787e2,2.80361311e2,3.08562067e2,9.62014690e1,-39.66363408,1152,0,0,0,0,0,0,131624 ns,116921,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,53,0,3,PASS,FAIL,no,no,4.99392501e2,2.48049396e2,2.82532736e2,8.80862141e1,-38.89815889,1152,0,0,0,0,0,0,132459 ns,116706,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,53,8,3,PASS,FAIL,no,no,6.52392811e2,2.55707769e2,3.01913738e2,9.41286962e1,-39.47444086,1152,0,0,0,0,0,0,248292 ns,220708,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,53,24,3,PASS,FAIL,no,no,8.46716509e2,2.57049745e2,2.99120069e2,9.32577045e1,-39.39369443,1152,0,0,0,0,0,0,166334 ns,149082,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,53,26,3,PASS,FAIL,no,no,5.97138165e2,2.62666513e2,2.89325371e2,9.02039773e1,-39.10451374,1152,0,0,0,0,0,0,219415 ns,195664,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,60,0,3,PASS,FAIL,yes,yes,5.76641442e2,2.54982530e2,2.94756786e2,9.18973486e1,-39.26605963,1152,3,0,0,0,0,3,221791 ns,197332,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,60,8,3,PASS,FAIL,yes,yes,5.08823032e2,2.28695155e2,2.59684725e2,8.09628102e1,-38.16571148,1152,3,0,0,0,0,3,124125 ns,110251,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,60,24,3,PASS,FAIL,yes,yes,6.03626558e2,2.47749265e2,2.87758674e2,8.97155228e1,-39.05735184,1152,3,0,0,0,0,3,220791 ns,195878,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,60,26,3,PASS,FAIL,yes,yes,5.56576275e2,2.75524852e2,3.08136966e2,9.60689337e1,-39.65165941,1152,3,0,0,0,0,3,198916 ns,176253,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,62,0,3,PASS,FAIL,yes,yes,5.48180289e2,2.82724638e2,3.06790654e2,9.56491894e1,-39.61362588,1152,3,0,0,0,0,3,199668 ns,177541,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,62,8,3,PASS,FAIL,yes,yes,5.42303425e2,2.32157563e2,2.76661941e2,8.62558556e1,-38.71577175,1152,3,0,0,0,0,3,250917 ns,223166,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,62,24,3,PASS,FAIL,yes,yes,5.55832350e2,2.62204226e2,2.98468214e2,9.30544735e1,-39.37474512,1152,3,0,0,0,0,3,119292 ns,105165,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,62,26,3,PASS,FAIL,yes,yes,5.13245005e2,2.71319017e2,2.94138726e2,9.17046539e1,-39.24782752,1152,3,0,0,0,0,3,127876 ns,112793,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,63,0,3,PASS,FAIL,yes,yes,6.09928724e2,2.77003275e2,3.11151206e2,9.70086939e1,-39.73621315,1152,3,0,0,0,0,3,221250 ns,196084,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,63,8,3,PASS,FAIL,yes,yes,6.28211252e2,2.39214429e2,2.79613813e2,8.71761713e1,-38.80795583,1152,3,0,0,0,0,3,220750 ns,196333,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,63,24,3,PASS,FAIL,yes,yes,5.15751153e2,2.56753156e2,2.79290259e2,8.70752956e1,-38.79789915,1152,3,0,0,0,0,3,199374 ns,177249,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,3,63,26,3,PASS,FAIL,yes,yes,5.69810459e2,2.75862528e2,3.06026355e2,9.54109014e1,-39.59195997,1152,3,0,0,0,0,3,204667 ns,182709,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,0,0,1,PASS,FAIL,no,no,6.51013388e2,2.58239984e2,2.96630948e2,9.24816625e1,-39.32111257,1152,0,0,0,0,0,0,131999 ns,117461,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,0,8,1,PASS,FAIL,no,no,5.98422182e2,2.82186372e2,3.12722178e2,9.74984815e1,-39.77995703,1152,0,0,0,0,0,0,198585 ns,176377,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,0,24,1,PASS,FAIL,no,no,7.00288860e2,2.68566742e2,3.05709939e2,9.53122511e1,-39.58297454,1152,0,0,0,0,0,0,221414 ns,196541,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,0,26,1,PASS,FAIL,no,no,4.74201558e2,2.40031876e2,2.64086921e2,8.23352981e1,-38.31172125,1152,0,0,0,0,0,0,222125 ns,197212,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,2,0,1,PASS,FAIL,no,no,4.63934567e2,2.50573533e2,2.78582909e2,8.68547625e1,-38.77587274,1152,0,0,0,0,0,0,134709 ns,116164,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,2,8,1,PASS,FAIL,no,no,6.98221012e2,2.87211616e2,3.13882816e2,9.78603375e1,-39.81213418,1152,0,0,0,0,0,0,182040 ns,161044,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,2,24,1,PASS,FAIL,no,no,5.22578569e2,2.41782852e2,2.73885305e2,8.53901743e1,-38.62815800,1152,0,0,0,0,0,0,199209 ns,177252,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,2,26,1,PASS,FAIL,no,no,6.19474248e2,2.44835900e2,2.82104994e2,8.79528553e1,-38.88499886,1152,0,0,0,0,0,0,131043 ns,116333,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,4,0,1,PASS,FAIL,no,no,5.47510616e2,2.71724223e2,3.01635262e2,9.40418750e1,-39.46642559,1152,0,0,0,0,0,0,221458 ns,195750,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,4,8,1,PASS,FAIL,no,no,8.01270533e2,2.53671082e2,2.94995775e2,9.19718589e1,-39.27309929,1152,0,0,0,0,0,0,220458 ns,196332,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,4,24,1,PASS,FAIL,no,no,7.10638879e2,2.66604324e2,3.00870993e2,9.38035962e1,-39.44438977,1152,0,0,0,0,0,0,125625 ns,111331,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,4,26,1,PASS,FAIL,no,no,5.48878150e2,2.80848987e2,3.07096420e2,9.57445191e1,-39.62227845,1152,0,0,0,0,0,0,223751 ns,197082,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,7,0,1,PASS,FAIL,no,no,5.75344701e2,2.60203390e2,2.92172565e2,9.10916570e1,-39.18957204,1152,0,0,0,0,0,0,222334 ns,197627,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,7,8,1,PASS,FAIL,no,no,5.22440138e2,2.61247787e2,2.86202773e2,8.92304340e1,-39.01026011,1152,0,0,0,0,0,0,198874 ns,176957,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,7,24,1,PASS,FAIL,no,no,5.67446094e2,2.74724474e2,3.11720995e2,9.71863389e1,-39.75210444,1152,0,0,0,0,0,0,220958 ns,196543,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,7,26,1,PASS,FAIL,no,no,5.96968015e2,2.47140816e2,2.82769984e2,8.81601815e1,-38.90544951,1152,0,0,0,0,0,0,199122 ns,176667,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,12,0,1,PASS,FAIL,no,no,5.59938335e2,2.67266010e2,3.03048045e2,9.44823431e1,-39.50701310,1152,0,0,0,0,0,0,220043 ns,195249,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,12,8,1,PASS,FAIL,no,no,4.44348791e2,2.42858884e2,2.67097843e2,8.32740236e1,-38.41019098,1152,0,0,0,0,0,0,128584 ns,114045,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,12,24,1,PASS,FAIL,no,no,6.76844850e2,2.50083517e2,2.85999934e2,8.91671944e1,-39.00410204,1152,0,0,0,0,0,0,221209 ns,196833,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,12,26,1,PASS,FAIL,no,no,6.04663665e2,2.68943585e2,3.06133493e2,9.54443042e1,-39.59500032,1152,0,0,0,0,0,0,132250 ns,117541,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,13,0,1,PASS,FAIL,no,no,6.61005165e2,2.70949799e2,3.06028253e2,9.54114930e1,-39.59201384,1152,0,0,0,0,0,0,181960 ns,161834,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,13,8,1,PASS,FAIL,no,no,6.22503966e2,2.92390035e2,3.27105368e2,1.01982778e2,-40.17053679,1152,0,0,0,0,0,0,220249 ns,195876,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,13,24,1,PASS,FAIL,no,no,5.24377045e2,2.73875323e2,2.94077721e2,9.16856341e1,-39.24602586,1152,0,0,0,0,0,0,220874 ns,196000,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,13,26,1,PASS,FAIL,no,no,6.66773977e2,2.75412742e2,3.16797515e2,9.87690632e1,-39.89241869,1152,0,0,0,0,0,0,131708 ns,115916,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,16,0,1,PASS,FAIL,no,no,5.19821780e2,2.67413242e2,3.00515769e2,9.36928468e1,-39.43412870,1152,0,0,0,0,0,0,123208 ns,108414,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,16,8,1,PASS,FAIL,no,no,6.19241570e2,2.62438286e2,3.01447319e2,9.39832793e1,-39.46101189,1152,0,0,0,0,0,0,200376 ns,176999,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,16,24,1,PASS,FAIL,no,no,4.80626150e2,2.68514157e2,2.93195574e2,9.14106040e1,-39.21993157,1152,0,0,0,0,0,0,220417 ns,196038,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,16,26,1,PASS,FAIL,no,no,6.56828169e2,2.71015487e2,3.01925259e2,9.41322884e1,-39.47477233,1152,0,0,0,0,0,0,130458 ns,115959,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,17,0,1,PASS,FAIL,no,no,8.13186675e2,2.86284116e2,3.22987058e2,1.00698799e2,-40.06048579,1152,0,0,0,0,0,0,132417 ns,117503,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,17,8,1,PASS,FAIL,no,no,5.71275144e2,2.93429993e2,3.26072080e2,1.01660627e2,-40.14305565,1152,0,0,0,0,0,0,166292 ns,148208,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,17,24,1,PASS,FAIL,no,no,5.02038050e2,2.54142458e2,2.82207129e2,8.79846984e1,-38.88814300,1152,0,0,0,0,0,0,131917 ns,117414,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,17,26,1,PASS,FAIL,no,no,6.85644626e2,2.84165903e2,3.23837464e2,1.00963933e2,-40.08332518,1152,0,0,0,0,0,0,132041 ns,116583,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,19,0,1,PASS,FAIL,no,no,6.95087688e2,2.65968734e2,3.12262726e2,9.73552364e1,-39.76718632,1152,0,0,0,0,0,0,133250 ns,118791,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,19,8,1,PASS,FAIL,no,no,5.22968011e2,2.49550435e2,2.74006705e2,8.54280237e1,-38.63200719,1152,0,0,0,0,0,0,198667 ns,176542,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,19,24,1,PASS,FAIL,no,no,4.26282458e2,2.42215920e2,2.68002290e2,8.35560064e1,-38.43955349,1152,0,0,0,0,0,0,200001 ns,176331,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,19,26,1,PASS,FAIL,no,no,4.94472894e2,2.70188657e2,3.01304484e2,9.39387472e1,-39.45689528,1152,0,0,0,0,0,0,223543 ns,196667,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,20,0,1,PASS,FAIL,no,no,4.30609720e2,2.67597547e2,2.90695991e2,9.06313005e1,-39.14556424,1152,0,0,0,0,0,0,221541 ns,195921,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,20,8,1,PASS,FAIL,no,no,6.77739333e2,2.91910867e2,3.17230938e2,9.89041932e1,-39.90429409,1152,0,0,0,0,0,0,222292 ns,197127,1152,1152,2432,2819,2819
64,28,butterfly-check,recompute,ntt,mul-output,5,20,24,1,PASS,FAIL,no,no,6.79021226e2,2.47233665e2,2.79440752e2,8.71222154e1,-38.80257821,1152,0,0,0,0,0,0,220333 ns,196044,1152,1152,2432,2819,2819
